901.96	-1.373073e-03
911.57	-0.0
921.32	-0.0
931.2	-0.0
941.22	-0.0
951.36	-0.0
961.63	-0.0
972.02	-0.0
982.52	-0.0
993.14	-1.415107e-03
1003.88	2.078968e-05
1014.72	2.036377e-05
1025.66	7.053363e-05
1036.7	7.026554e-07
1047.84	1.593369e-08
1059.07	-0.0
1070.39	-0.0
1081.79	-0.0
1093.26	7.300625e-06
1104.81	8.112025e-06
1116.43	0.0001194619
1128.11	0.0004618942
1139.84	0.000283329
1151.62	0.001216624
1163.44	0.001718991
1175.31	0.0007605316
1187.2	0.0005276345
1199.11	5.567539e-05
1211.05	4.705403e-05
1223.0	1.101021e-05
1234.97	8.887396e-06
1246.95	6.100019e-06
1258.93	3.226065e-06
1270.92	4.869159e-07
1282.92	4.758936e-07
1294.91	9.253049e-07
1306.9	0.0002068072
1318.88	0.0001076784
1330.86	0.001454018
1342.82	0.001588789
1354.76	0.002191068
1366.69	0.001251279
1378.6	0.000799294
1390.48	0.0009937026
1449.43	4.326551e-05
1461.11	4.227439e-05
1472.74	3.79695e-05
1484.34	1.972848e-05
1495.89	9.033521e-06
1507.4	1.252077e-05
1518.87	1.023746e-05
1530.29	3.556969e-06
1541.68	1.152302e-06
1553.01	1.795115e-06
1564.31	2.842157e-06
1575.55	3.514401e-07
1586.76	5.897799e-07
1597.91	5.195196e-06
1609.02	1.061156e-05
1620.09	0.001216516
1631.11	0.001124499
1642.08	0.0005135326
1653.0	0.0003131498
1663.87	0.0002276257
1674.7	0.0004281139
1685.47	0.001202856
1696.2	0.000866669
1706.87	0.002005255
1717.5	0.01088881
1728.08	0.003955845
1738.6	0.001710531
1749.08	0.002301318
1759.51	0.002215438
1769.89	0.0004328649
1780.22	0.0002610274
1967.66	4.746209e-06
1977.08	7.194081e-06
1986.45	2.073901e-06
1995.79	2.223453e-06
2005.08	2.240613e-06
2014.33	4.721987e-06
2023.54	1.247754e-06
2032.71	6.399631e-07
2041.83	1.161222e-07
2050.92	2.647195e-08
2059.96	2.204704e-06
2068.97	6.519486e-08
2077.93	7.149891e-06
2086.86	7.910269e-07
2095.74	3.729538e-06
2104.59	6.208475e-06
2113.4	8.664694e-05
2122.17	3.698184e-05
2130.9	3.070615e-05
2139.6	6.321104e-06
2148.26	0.0001305879
2156.88	0.0004788626
2165.47	0.003122101
2174.02	0.0002397067
2182.53	9.730096e-05
2191.01	0.0002433808
2199.46	0.02603695
2207.86	0.001335118
2216.24	0.002005772
2224.58	0.005071371
2232.89	0.006405052
2241.16	0.01784831
2249.4	0.01516413
2257.61	0.05095075
2265.79	0.05384336
2273.93	0.005539398
2282.04	0.01447527
2290.12	0.2087602
2298.17	0.05821929
2306.19	0.04968284
2314.18	0.001791946
2322.13	0.01562614
2330.05	0.005248084
2337.94	0.01159378
2345.81	0.0352493
2353.64	0.01715846
2361.44	0.005978772
2369.21	0.1025251
2376.95	0.03566976
2384.66	0.05105012
2392.34	0.007690911
2400.0	0.01201103
2407.62	0.00361793
2415.21	0.001849195
2422.78	0.008118439
2430.32	0.008531582
2437.83	0.007190271
2445.3	0.002630634
